-0.34,-0.12,0.88,-3.17,4.51,-3.2,-0.11,0.92,0.3,-3.48,-1.16,-5.64,7
-0.34,-0.11,0.87,-4.24,5.0,-3.11,-0.11,0.93,0.3,-1.98,-0.91,-5.06,7
-0.34,-0.13,0.88,-3.57,4.91,-3.05,-0.1,0.92,0.3,-2.59,-1.07,-5.06,7
-0.34,-0.12,0.88,-2.59,4.85,-2.77,-0.1,0.92,0.3,-2.96,-0.79,-5.34,7
-0.33,-0.11,0.88,-2.47,4.88,-2.96,-0.11,0.93,0.31,-1.86,-1.01,-5.55,7
-0.34,-0.11,0.87,-2.53,4.39,-3.75,-0.11,0.92,0.29,-1.92,-1.55,-5.52,7
-0.33,-0.1,0.85,-2.99,3.99,-4.24,-0.1,0.91,0.3,-1.34,-2.5,-4.88,7
-0.34,-0.11,0.85,-3.6,3.6,-4.21,-0.11,0.91,0.31,-2.29,-2.96,-4.12,7
-0.34,-0.13,0.85,-4.6,2.99,-4.39,-0.11,0.92,0.3,-3.02,-2.99,-2.77,7
-0.33,-0.12,0.87,-4.73,2.74,-4.21,-0.1,0.93,0.29,-4.24,-2.13,-2.38,7
-0.34,-0.11,0.87,-4.82,2.29,-4.05,-0.11,0.92,0.29,-3.81,-1.16,-2.23,7
-0.34,-0.12,0.85,-4.39,1.74,-3.84,-0.12,0.91,0.3,-2.16,-2.9,-2.23,7
-0.35,-0.13,0.85,-4.02,1.43,-3.9,-0.12,0.91,0.3,-1.28,-2.71,-1.52,7
-0.36,-0.13,0.85,-5.0,0.98,-3.57,-0.12,0.92,0.31,-3.23,-1.49,-0.79,7
-0.36,-0.13,0.86,-6.46,0.52,-3.51,-0.13,0.92,0.3,-5.0,-0.82,0.34,7
-0.36,-0.14,0.85,-6.95,0.73,-3.02,-0.13,0.9,0.31,-5.49,-0.95,0.76,7
-0.36,-0.14,0.85,-6.37,1.49,-2.29,-0.12,0.89,0.31,-5.98,0.06,-0.15,7
-0.37,-0.13,0.84,-8.35,2.23,-1.49,-0.14,0.9,0.33,-6.34,2.26,-0.24,7
-0.38,-0.14,0.83,-9.88,2.53,-1.43,-0.15,0.9,0.33,-8.2,2.93,0.3,7
-0.37,-0.15,0.79,-9.76,3.48,-1.8,-0.15,0.89,0.35,-11.43,4.05,2.74,7
-0.39,-0.22,0.73,-8.81,4.57,1.01,-0.12,0.86,0.35,-15.61,7.07,7.68,7
-0.42,-0.21,0.7,-15.91,2.26,5.52,-0.13,0.83,0.33,-18.38,15.76,13.96,7
-0.44,-0.18,0.64,-29.39,-1.1,8.81,-0.14,0.81,0.38,-25.46,23.54,22.41,7
-0.45,-0.2,0.56,-39.57,-4.7,11.55,-0.16,0.77,0.39,-40.34,27.32,32.96,7
-0.53,-0.2,0.51,-54.73,-10.43,14.54,-0.22,0.78,0.33,-54.12,29.7,47.16,7
-0.57,-0.34,0.53,-39.54,-18.81,16.74,-0.31,0.8,0.31,-58.02,36.92,66.52,7
-0.58,-0.32,0.75,-27.32,-25.82,27.16,-0.31,0.78,0.27,-50.82,39.24,75.7,7
-0.59,-0.3,1.03,-5.52,-23.51,37.59,-0.41,0.83,0.26,-28.08,53.17,60.88,7
-0.64,-0.2,1.25,15.09,-12.99,49.54,-0.36,1.06,0.35,-5.12,66.19,47.07,7
-0.68,-0.13,1.37,21.8,4.36,59.09,-0.39,1.2,0.37,20.06,70.18,22.99,7
-0.64,-0.08,1.45,19.88,21.8,64.24,-0.45,1.26,0.34,17.77,77.87,-2.68,7
-0.61,-0.06,1.57,36.74,43.32,65.82,-0.38,1.38,0.31,17.56,77.62,-22.9,7
-0.61,-0.0,1.69,65.88,66.92,63.84,-0.33,1.39,0.31,44.09,80.21,-49.63,7
-0.51,0.17,1.8,80.18,88.35,60.52,-0.27,1.5,0.31,95.06,82.62,-75.06,7
-0.38,0.3,1.77,82.35,111.89,55.27,-0.16,1.58,0.25,108.9,66.86,-111.31,7
-0.42,0.33,1.61,70.21,123.99,50.67,-0.09,1.68,0.24,105.46,57.16,-134.6,7
-0.41,0.2,1.48,52.04,121.52,52.04,-0.12,1.68,0.13,119.66,55.73,-134.82,7
-0.38,0.04,1.38,64.24,112.44,57.35,-0.13,1.57,0.11,124.97,47.1,-132.77,7
-0.43,0.08,1.21,77.16,98.6,63.35,-0.12,1.43,0.1,158.96,47.44,-129.57,7
-0.38,0.11,1.08,74.63,78.2,69.24,-0.15,1.4,0.1,179.6,40.34,-118.14,7
-0.36,0.11,0.96,53.63,57.13,73.72,-0.04,1.35,0.03,184.51,34.3,-106.71,7
-0.31,0.07,0.93,30.15,36.01,80.18,-0.06,1.26,0.01,180.98,36.65,-98.35,7
-0.32,0.01,0.81,14.66,19.24,80.55,-0.07,1.12,-0.01,185.03,46.07,-91.37,7
-0.37,-0.05,0.68,16.04,1.4,76.1,-0.16,0.98,0.04,184.94,46.01,-86.62,7
-0.4,-0.0,0.55,9.18,-18.48,69.73,-0.2,0.89,0.04,192.01,36.49,-70.85,7
-0.44,0.11,0.39,-26.25,-42.32,63.29,-0.23,0.85,-0.04,193.08,29.15,-56.52,7
-0.42,0.3,0.35,-83.29,-73.08,51.55,-0.19,0.82,-0.07,166.01,36.68,-32.9,7
-0.37,0.3,0.36,-113.66,-95.7,27.41,-0.2,0.78,-0.13,135.21,36.01,-6.74,7
-0.34,0.34,0.28,-132.84,-112.01,1.46,-0.28,0.62,-0.14,108.38,22.44,16.52,7
-0.37,0.29,0.14,-145.15,-129.79,-19.94,-0.33,0.47,-0.12,100.03,8.54,37.96,7
-0.41,0.33,-0.09,-171.31,-154.39,-40.24,-0.25,0.38,-0.13,99.18,2.07,68.29,7
-0.33,0.43,-0.36,-194.48,-187.1,-67.56,-0.21,0.31,-0.13,78.57,10.34,122.1,7
-0.09,0.38,-0.55,-205.61,-220.82,-96.55,-0.06,0.29,-0.01,42.62,20.91,196.16,7
0.13,0.2,-0.52,-195.52,-245.76,-122.5,0.12,0.17,-0.03,2.93,7.84,248.93,7
0.35,-0.06,-0.37,-162.59,-264.54,-133.35,0.13,0.14,-0.09,-17.26,20.52,282.32,7
0.33,-0.4,-0.25,-97.44,-264.15,-131.16,0.05,0.24,-0.09,-10.88,38.35,296.89,7
