1.18,-0.08,0.43,134.39,-10.85,-14.88,1.15,0.44,0.11,156.07,-30.79,4.09,4
1.53,-0.22,0.77,156.37,29.18,-4.57,1.23,0.48,0.05,107.07,-3.48,-29.3,4
1.53,-0.14,0.99,135.4,75.82,9.15,1.39,0.48,0.08,136.07,26.98,-76.83,4
1.62,-0.13,1.03,52.62,109.05,48.17,1.49,0.89,0.02,142.99,71.92,-99.54,4
1.86,-0.38,1.09,-56.71,150,118.75,1.64,1.02,0.09,50.15,133.63,-122.65,4
2.03,-1.06,1.1,-70.03,193.93,183.93,1.77,0.77,0.38,-28.54,200.46,-147.56,4
2.27,-1.28,1.26,-8.02,239.88,215.34,1.84,0.48,0.71,25.76,245.79,-176.25,4
2.48,-1.25,1.28,41.01,281.71,248.41,1.82,0.75,0.81,83.2,280.27,-232.2,4
2.37,-1.22,1.01,35.34,303.48,292.44,1.69,0.88,0.9,63.6,306.83,-274.6,4
2.09,-1.35,0.65,39.12,311.34,327.26,1.47,0.77,0.99,36.95,338.29,-280.95,4
1.63,-1.25,0.52,98.81,304.66,321.22,0.95,0.56,1.1,49.24,350.95,-278.57,4
1.28,-0.98,0.48,166.52,298.23,285.06,0.6,0.72,1.03,106.43,332.77,-276.16,4
0.88,-0.79,0.2,182.41,278.78,258.54,0.27,0.61,1.05,170.18,290.91,-286.98,4
0.61,-1.03,-0.06,224.94,244.57,218.38,0.25,0.65,1.1,213.2,255.4,-256.07,4
0.65,-1.16,0.1,309.97,212.44,164.85,0.44,0.66,1.06,243.87,221.37,-212.56,4
0.67,-1.2,0.1,370.24,183.2,127.8,0.58,0.6,1.12,266.8,192.23,-197.32,4
0.54,-1.27,-0.17,373.93,143.96,128.08,0.57,0.52,1.1,304.45,179.73,-179.02,4
0.51,-1.24,-0.21,360.09,101.07,137.2,0.63,0.48,1.03,333.38,169.88,-125.03,4
0.67,-1.26,0.03,378.45,81.04,148.08,0.65,0.43,0.89,315.37,178.14,-99.24,4
0.68,-0.99,0.19,401.74,79.27,150.12,0.48,0.36,0.77,332.38,182.32,-98.81,4
0.65,-0.55,0.24,388.35,90.55,149.97,0.34,0.4,0.54,338.81,168.05,-117.13,4
0.6,-0.19,0.24,325.27,100.91,157.44,0.29,0.44,0.23,313.63,157.84,-137.65,4
0.61,0.15,0.19,265.76,119.57,148.75,0.26,0.45,-0.05,259.79,168.63,-162.71,4
0.5,0.56,0.16,201.25,143.69,136.49,0.14,0.45,-0.24,197.1,162.68,-177.59,4
0.41,0.87,0.18,124.57,158.17,126.04,0,0.4,-0.41,130.18,152.71,-188.48,4
0.4,0.95,0.22,68.32,172.07,114.76,-0.04,0.36,-0.57,88.08,132.71,-195.85,4
0.35,0.95,0.19,35.61,187.38,96.83,-0.13,0.32,-0.67,63.38,113.29,-206.55,4
0.34,0.88,0.11,26.43,201.71,72.59,-0.18,0.22,-0.68,38.02,91.83,-221.1,4
0.31,0.89,0.01,37.29,215,45.03,-0.13,0.17,-0.7,15.76,73.93,-229.63,4
0.21,0.89,0,51.52,223.17,23.75,-0.18,0.23,-0.78,9.88,60.06,-227.32,4
0.16,0.92,0.1,54.09,225.27,9.82,-0.26,0.32,-0.76,11.52,48.87,-221.46,4
0.08,0.93,0.14,28.78,221.07,5.18,-0.33,0.38,-0.73,7.74,31.37,-214.05,4
-0.05,0.91,0,-1.04,211.16,1.16,-0.32,0.42,-0.76,-6.86,25.88,-204.09,4
-0.11,0.87,0.01,-6.31,209.3,-3.35,-0.38,0.33,-0.73,-45,30.79,-170.73,4
-0.14,0.86,0.1,1.59,213.26,-7.53,-0.46,0.24,-0.71,-67.32,20.95,-152.07,4
-0.12,0.91,0.21,12.56,224.42,-17.44,-0.52,0.14,-0.73,-68.23,15.82,-172.9,4
-0.22,0.98,0,-15.18,233.48,-19.42,-0.61,0.11,-0.72,-51.89,4.39,-193.99,4
-0.32,0.97,-0.15,-38.08,232.01,-12.04,-0.6,0.15,-0.69,-66.01,8.08,-184.3,4
-0.17,0.83,0.16,-33.81,255.7,-21.52,-0.67,0.07,-0.72,-110.73,1.22,-179.88,4
-0.16,0.94,0.13,-7.53,280.49,-53.02,-0.66,-0.02,-0.67,-122.56,0.34,-231.28,4
-0.21,0.93,-0.12,8.23,304.3,-86.25,-0.69,-0.04,-0.62,-141.86,-4.63,-268.6,4
-0.4,0.87,-0.46,-8.72,310.27,-110.76,-0.78,-0.14,-0.56,-165.3,-10.4,-277.71,4
-0.48,0.91,-0.59,-56.92,306.86,-123.11,-0.92,-0.26,-0.47,-185.18,-18.57,-274.18,4
-0.53,0.75,-0.66,-138.45,302.96,-121.95,-0.93,-0.26,-0.33,-207.13,-27.96,-276.34,4
-0.68,0.67,-0.89,-202.07,290.46,-126.65,-0.96,-0.3,-0.17,-234.57,-38.29,-272.26,4
-0.79,0.57,-0.96,-248.81,268.9,-127.8,-1.1,-0.38,-0.16,-252.77,-52.65,-254.63,4
-0.82,0.47,-1.07,-291.68,239.51,-118.08,-1.11,-0.32,-0.16,-233.26,-73.84,-236.4,4
-0.84,0.33,-1.15,-303.26,204.6,-116.16,-0.97,-0.37,-0.05,-227.87,-95.27,-198.63,4
-0.89,0.25,-1.19,-287.1,165.06,-124.18,-0.69,-0.13,-0.13,-233.41,-106.37,-148.38,4
-0.97,0.25,-1.28,-268.63,112.71,-131.04,-0.99,-0.44,-0.04,-203.05,-126.1,-100.06,4
-1.03,0.14,-1.25,-236.16,61.22,-143.11,-1.01,-0.44,-0.04,-169.66,-151.86,-46.68,4
-1.06,0.14,-1.14,-190.85,17.74,-166.37,-1.06,-0.52,0.07,-142.35,-173.54,6.13,4
-1.12,0.18,-1.02,-148.11,-21.68,-195.12,-1.14,-0.5,0.16,-120.98,-192.44,34.48,4
-1.2,0.23,-0.94,-111.1,-61.49,-226.25,-1.24,-0.4,0.18,-100.67,-222.5,55.46,4
-1.18,0.13,-0.85,-104.21,-102.01,-247.8,-1.41,-0.35,0.28,-61.68,-251.01,84.7,4
-1.07,-0.03,-0.81,-138.66,-137.53,-256.71,-1.29,-0.28,0.46,-39.94,-275.58,115.09,4
-0.84,-0.3,-0.8,-183.78,-166.1,-259.88,-0.9,-0.17,0.59,-89.33,-254.18,125.95,4
-0.66,-0.63,-0.72,-163.93,-183.99,-281.46,-1.16,-0.36,0.8,-53.29,-255,147.87,4
-0.58,-0.93,-0.38,-68.29,-213.75,-306.52,-1.09,-0.24,0.75,11.55,-281.95,252.96,4
-0.32,-1.24,-0.35,67.9,-224.12,-327.29,-0.3,-0.42,0.8,83.05,-246.8,201.98,4
0.1,-1.58,-0.04,177.2,-228.26,-295.58,0.32,-0.6,0.94,180.4,-216.52,190.7,4
0.25,-1.77,0.41,167.01,-217.04,-197.87,0.34,0.12,0.8,284.15,-165.03,193.54,4
0.17,-1.63,0.85,147.9,-196.37,-126.46,0.28,0.64,0.68,207.56,1.98,124.7,4
-0.04,-1.56,0.69,152.96,-157.84,-49.12,-0.16,0.94,0.72,99.45,83.11,100.64,4
-0.21,-1.46,0.48,162.71,-146.13,21.86,-0.45,0.56,0.78,21.77,136.16,101.86,4
-0.02,-1.22,0.67,154.33,-124.54,91.1,-0.45,0.31,0.88,42.41,145.49,105.67,4
0.06,-0.95,0.89,140.85,-90.4,135.91,-0.34,0.52,0.66,86.28,156.98,78.75,4
0.03,-0.7,1.01,153.99,-48.57,167.07,-0.45,0.85,0.49,88.17,173.51,50.24,4
-0.09,-0.38,1.14,147.87,-17.5,193.38,-0.56,1.03,0.34,49.24,188.69,34.18,4
-0.22,-0.14,1.2,122.07,-0.21,211.95,-0.6,1.12,0.23,34.09,201.52,20.09,4
-0.48,0.13,1.02,93.38,-2.99,229.73,-0.77,1.26,0.1,5.4,211.62,28.23,4
-0.64,0.34,0.85,61.25,-23.9,255.09,-0.92,1.1,0.06,-6.71,196.19,63.26,4
-0.53,0.26,0.78,11.83,-54.21,280.37,-0.79,0.88,-0.1,37.38,164.88,80.52,4
-0.18,0.07,0.86,-25.85,-73.32,298.54,-0.43,0.82,-0.15,101.49,161.92,81.62,4
0.29,-0.2,1,-20.52,-70.95,311.49,-0.14,0.8,-0.15,113.29,190.4,55.06,4
0.48,-0.01,1.1,7.23,-42.26,311.55,-0.07,0.78,-0.22,90.95,221.25,20.18,4
0.49,0.35,1.03,-11.95,-8.11,319.3,-0.09,0.88,-0.44,11.46,256.16,-23.32,4
0.41,0.65,0.95,-64.02,11.8,332.26,-0.18,0.87,-0.64,-46.25,279.97,-43.93,4
