1.01,-0.07,0.13,46.71,105.18,-12.38,0.99,0.19,0.27,-11.28,28.54,-98.66,5
0.99,-0.18,0.15,2.5,102.38,-13.17,0.96,0.3,0.3,-30.24,21.13,-100.21,5
0.95,-0.23,0.14,-12.16,110.4,-15.06,0.95,0.33,0.28,-49.7,18.05,-101.13,5
0.89,-0.25,0.19,-14.48,105.85,-21.65,0.91,0.22,0.25,-54.33,17.23,-101.1,5
0.88,-0.31,0.22,-26.07,109.24,-18.66,0.86,0.18,0.25,-42.23,15.34,-99.36,5
0.81,-0.32,0.2,-36.68,113.45,-16.37,0.88,0.22,0.29,-34.94,13.99,-99.12,5
0.78,-0.32,0.19,-46.83,112.65,-12.74,0.83,0.29,0.32,-33.02,14.94,-93.93,5
0.76,-0.36,0.13,-41.43,118.48,-12.87,0.82,0.3,0.28,-44.79,13.57,-88.84,5
0.72,-0.21,0.18,-48.2,113.17,-10.52,0.75,0.29,0.27,-50.18,15.52,-77.01,5
0.76,-0.29,0.26,-73.75,114.21,0.3,0.75,0.31,0.23,-49.02,10.73,-71.65,5
0.75,-0.5,0.36,-70.98,116.71,10.0,0.8,0.31,0.34,-37.01,9.7,-69.76,5
0.72,-0.51,0.4,-56.19,114.05,14.66,0.87,0.27,0.37,-26.46,22.44,-65.49,5
0.71,-0.48,0.43,-53.57,113.9,20.15,0.85,0.39,0.4,-12.41,35.0,-64.02,5
0.66,-0.44,0.56,-61.31,111.4,28.78,0.78,0.54,0.46,-7.56,46.31,-58.32,5
0.67,-0.48,0.68,-78.96,107.74,40.79,0.75,0.66,0.44,-15.67,47.01,-52.59,5
0.65,-0.44,0.77,-89.24,105.64,48.23,0.78,0.72,0.51,-23.57,51.34,-50.64,5
0.63,-0.45,0.85,-101.04,101.89,55.12,0.78,0.77,0.53,-31.62,60.73,-45.67,5
0.53,-0.48,0.73,-109.57,99.82,60.91,0.7,0.81,0.49,-50.58,70.76,-40.7,5
0.44,-0.5,0.78,-96.07,99.36,67.04,0.59,0.79,0.44,-67.62,74.66,-36.1,5
0.33,-0.5,0.91,-78.54,96.34,72.35,0.47,0.74,0.42,-64.3,77.44,-33.48,5
0.22,-0.37,0.94,-58.14,91.98,71.22,0.34,0.75,0.44,-39.27,81.98,-39.97,5
0.17,-0.35,0.87,-32.71,84.97,65.4,0.24,0.85,0.47,-27.44,80.3,-45.0,5
0.14,-0.3,0.86,-9.51,76.01,60.4,0.23,0.95,0.45,-33.93,68.6,-39.6,5
0.12,-0.25,0.87,-3.51,68.78,57.84,0.26,0.93,0.41,-34.12,61.62,-28.81,5
0.09,-0.29,0.87,-2.2,60.61,54.05,0.28,0.85,0.43,-28.35,73.78,-24.85,5
0.07,-0.23,0.81,-3.99,51.37,49.39,0.2,0.79,0.48,-30.3,68.63,-23.45,5
0.08,-0.22,0.77,-9.63,47.74,48.29,0.2,0.8,0.46,-32.44,60.7,-19.45,5
0.06,-0.28,0.79,-14.48,46.62,49.21,0.19,0.74,0.43,-27.9,48.29,-17.16,5
0.03,-0.27,0.74,-13.38,46.19,47.62,0.2,0.65,0.42,-19.66,48.96,-18.57,5
-0.03,-0.18,0.65,-15.09,42.13,42.56,0.14,0.65,0.39,-16.31,54.91,-17.99,5
-0.07,-0.12,0.56,-21.55,35.09,36.98,0.07,0.65,0.34,-20.52,52.29,-12.5,5
-0.06,-0.15,0.52,-23.78,26.74,31.43,0.03,0.61,0.33,-22.29,42.5,-4.09,5
-0.04,-0.3,0.47,-27.62,14.79,23.32,0.06,0.53,0.34,-17.99,31.34,0.76,5
-0.08,-0.1,0.48,-18.17,5.24,16.19,0.06,0.47,0.34,-5.21,25.4,3.63,5
-0.06,-0.07,0.41,-17.01,-5.03,6.01,0.08,0.49,0.31,4.21,14.57,6.1,5
-0.06,-0.01,0.28,-22.07,-19.94,-5.49,0.06,0.48,0.29,5.82,7.53,15.3,5
-0.02,-0.01,0.17,-26.74,-39.12,-19.57,0.07,0.45,0.27,3.11,-10.27,27.59,5
0.06,-0.0,-0.01,-25.7,-61.22,-38.6,0.12,0.38,0.25,-7.56,-30.3,47.41,5
0.18,0.0,-0.08,-16.01,-84.88,-55.98,0.19,0.27,0.2,-13.6,-59.57,69.33,5
0.35,0.0,-0.05,-14.7,-108.35,-72.9,0.28,0.17,0.16,-2.68,-86.95,88.84,5
0.54,-0.04,-0.04,-24.7,-133.87,-90.82,0.45,0.1,0.21,16.55,-121.1,99.15,5
0.77,-0.09,-0.05,-40.15,-159.73,-113.99,0.69,0.11,0.25,13.45,-157.99,106.55,5
1.06,-0.15,-0.05,-47.07,-191.37,-137.84,1.02,0.17,0.21,0.91,-186.52,113.63,5
1.37,-0.12,-0.1,-56.25,-216.95,-158.63,1.36,0.23,0.06,-4.48,-190.0,129.33,5
1.68,-0.34,-0.14,-77.84,-245.24,-167.65,1.68,0.38,0.09,17.2,-185.21,148.54,5
2.3,-0.93,0.16,-75.12,-279.85,-175.24,2.35,0.63,0.31,72.1,-175.58,174.18,5
3.28,-1.14,0.51,-43.02,-286.65,-191.86,3.36,0.43,0.91,106.55,-178.6,164.91,5
3.76,-1.54,0.72,32.77,-278.57,-196.68,3.46,0.67,0.96,148.48,-116.95,175.58,5
3.98,-1.5,1.14,84.63,-204.48,-157.16,3.28,1.28,0.34,38.87,-153.72,156.16,5
3.26,-1.56,1.24,39.15,-130.82,-74.24,2.93,0.93,0.35,-13.2,-120.09,146.34,5
2.23,-1.42,1.12,-18.63,-77.62,-27.5,2.38,0.46,0.9,60.64,-73.32,135.06,5
1.52,-1.2,1.07,-54.73,-66.62,-7.77,1.61,0.74,1.05,90.95,-45.03,115.27,5
0.97,-1.01,1.01,-53.6,-49.88,-7.56,1.12,1.15,0.99,-3.41,-24.76,96.95,5
0.7,-0.92,0.99,-48.57,-14.27,-12.77,0.77,0.94,0.78,-108.02,-17.65,68.48,5
0.42,-0.87,0.9,-27.26,20.88,-3.84,0.38,0.37,0.68,-127.74,-14.7,29.94,5
-0.03,-0.82,0.78,-18.93,57.68,4.39,0.1,0.04,0.67,-87.16,-11.4,-0.82,5
-0.37,-0.75,0.69,-25.85,88.87,24.02,-0.17,0.03,0.54,-49.73,9.02,-29.45,5
-0.61,-0.47,0.66,-35.88,114.33,45.37,-0.41,0.11,0.29,-37.62,45.4,-56.89,5
