0.03,-0.93,0.18,-11.98,0.46,-0.24,0.11,0.38,0.91,-7.44,-1.59,-0.46,5
0.04,-0.95,0.18,-11.98,-0.03,0.09,0.13,0.38,0.9,-7.68,-0.61,0.15,5
0.03,-0.96,0.18,-10.91,-1.22,1.31,0.13,0.39,0.92,-5.82,0.12,1.1,5
0.05,-0.97,0.17,-9.94,-2.68,2.23,0.13,0.38,0.93,-4.51,1.16,1.55,5
0.05,-0.98,0.17,-7.07,-3.35,3.29,0.15,0.39,0.92,-3.2,3.29,2.13,5
0.04,-0.97,0.17,-5.15,-4.12,5.06,0.14,0.38,0.92,-1.8,5.79,1.71,5
0.05,-0.96,0.17,-3.17,-4.48,4.97,0.14,0.37,0.94,0.58,5.95,2.04,5
0.05,-0.95,0.17,-2.38,-4.6,3.99,0.13,0.37,0.93,1.68,4.39,2.93,5
0.05,-0.95,0.16,-2.44,-4.45,2.84,0.13,0.37,0.94,2.53,2.44,2.44,5
0.05,-0.95,0.17,-1.07,-3.51,0.95,0.12,0.36,0.94,3.26,0.95,1.83,5
0.05,-0.95,0.17,-0.88,-3.02,-0.4,0.14,0.35,0.94,3.23,-0.85,1.62,5
0.06,-0.96,0.17,-1.01,-1.98,-0.46,0.15,0.35,0.93,2.99,-1.01,0.88,5
0.07,-0.96,0.16,-2.16,-1.07,0.27,0.15,0.35,0.91,1.59,0.4,-0.55,5
0.07,-0.95,0.15,-4.27,-0.27,1.55,0.15,0.34,0.91,-1.55,1.49,-1.37,5
0.06,-0.95,0.15,-6.34,0.27,3.23,0.15,0.34,0.9,-2.62,3.29,-1.98,5
0.06,-0.93,0.13,-6.65,0.43,4.42,0.15,0.32,0.89,-3.63,4.91,-2.32,5
0.06,-0.93,0.13,-9.09,0.09,5.61,0.14,0.33,0.9,-4.79,5.4,-1.55,5
0.05,-0.92,0.12,-11.71,-0.24,6.19,0.14,0.33,0.91,-7.07,5.67,-0.67,5
0.04,-0.93,0.12,-11.92,-0.91,5.67,0.14,0.33,0.93,-7.9,5.55,0.03,5
0.04,-0.93,0.12,-12.23,-1.86,5.21,0.13,0.33,0.93,-8.26,3.9,0.88,5
0.05,-0.95,0.12,-15.49,-2.87,5.58,0.14,0.34,0.93,-10.4,3.54,2.01,5
0.06,-0.96,0.11,-17.38,-3.17,6.04,0.16,0.34,0.93,-13.99,4.94,3.26,5
0.06,-0.96,0.12,-19.54,-4.54,6.98,0.15,0.34,0.92,-16.25,7.35,3.9,5
0.05,-0.96,0.11,-18.05,-5.27,6.77,0.15,0.33,0.93,-14.48,7.59,3.96,5
